reviewText,summary,unixReviewTime,reviewTime,rating,label
"I was first introduced to the Robert Durst mystery on an episode of TV's AMERICAN JUSTICE and was both fascinated and disgusted with this miscarriage of justice.  But power, politics and money can certainly overcome the truth.ALL GOOD THINGS changes the names but retains the bizarre facts or probabilities of this still unsolved mystery.  What happened to David Marks (Durst's) lovely young bride?  Who killed his longtime author friend?  Was the death of his new buddy really in self defense?  After new evidence surfaced in the late 2000's, the writers of ALL GOOD THINGS offers some truly evocative  and credible  solutions.I was truly impressed with this movie.  Its use of voice over narrative is tastefully used and moves the plot along.  While the main thrust of the film focuses on David and Kathy's stormy marriage, the script accommodates the related crimes quite efficiently.And what a cast!  Ryan Gosling is marvelous as the multi layered David  charming, volatile, manipulative, haunted and ultimately dangerous.  Kirsten Dunst's Oscar worthy performance as Kathy is devastating.  In her best performance to date, she inhabits the role with overwhelming depth.  Her tragic descent is captured in every facial expression and her desperate pleadings.  She's every bit as good as Rachel Portman's award winning BLACK SWAN.Add Frank Langella's self serving father, Lily Rabe's authot and Philip Baker Hall as Marks' doomed roomie and you have a brilliant cast.Roger Ebert called ALL GOOD THINGS one of 2010's best films and I concur.",OVERLOOKED GEM,1309651200,"07 3, 2011",5,1
You really never know what Jason's ultra ego will do while he is asleep. There have only been a few shows but so far its pretty entertaining. He is good Dr. by day and party animal at night. The two ego's are always running in a collision course.,This show has a real mystery to it.,1374364800,"07 21, 2013",5,1
Good British drama series.  Good Start for Season 1 and I was impressed with Helen Mirren's character both personal and work related.,A GOOD START TO A VERY SUCCESSFUL SERIES,1361923200,"02 27, 2013",4,1
I'd love more episodes to be available (free). This show makes my family laugh out loud and is just great.,Great show,1366848000,"04 25, 2013",5,1
"Early Roman history has never interested me much, but this series is so well done that I found myself entranced and inspired to find out what was truth and what of it was pure fiction!  Anything that can wisk you back in time, capitvate your whole mind space so that finishing the story is almost an obsession and inspire you to desire to know even more is undoubtably a triumph!  There are moments of....well, extremely adult content to put it delicately....that would or at least might not set well with parents of young impressionable children, but otherwise, this is historical fiction of the highest quality!",History fictionalized -- at it's very most captivatingly well told!,1402358400,"06 10, 2014",5,1
"Haha, Jim Bob didn't break his good ol' boy smile when he disarmed the ""samurai"" who wanted to ""date"" the Duggar Girls. LOLAnd the little girls started crying when they saw their big sisters turned into ""geisha.""This is even more enjoyable if you caught the last regular episode before these Asia episodes when Jim Bob had a bible study session that coincidentally was about how it's better to be simply garbed and not evil and certainly in the Japanese episodes, the Duggars' old fashioned garb contrasted greatly with their surroundings.During the slaughter of the Duggar males scene, it may remind some people of the Japanese mjazzacres of Caucasian missionary families in Borneo BEFORE the formal declaration of war.Those murders were remembered by the local Dayak tribespeople and affected their decision to ally with downed Allied airmen as documented inAirmen and the Headhunters  narrated by Liev Schreiber in his NEUTRAL Narrator voice   very unSabretooth.","""Hi, I'm Jim Bob.  What can I do for you guys?""",1383523200,"11 4, 2013",4,1
"The final season of The Office was very good, in my opinion.Gone was Robert California. Also, the absence of Ed Helms due to other projects (I guess) was ver well handled.There were some very good ideas, like the documentary crew appearing in some scenes (one of them protecting Pam from being attacked).The extras are very good, showing some audition, blooper reel, etc.All in all, one of the best shows I've ever watched.","A pleasant, honest and satisfactory ending",1383955200,"11 9, 2013",4,1
I have purchase both seasons so far and I really enjoy watching them over and over again.  I can't wait for the third season to start.,Great Series,1372377600,"06 28, 2013",5,1
"Grimm takes a new perspective on fairytales.  Actually, if you ever read the original Grimm Brothers, this may be more truth than fiction.  (Just kidding)  But, the mixture of policeman + Grimm works well.  I love the transformation of people into the fable characters.  The weekly episodes are stand alone, yet there is a deeper story line throughout the seasons.  This makes it good if you are just trying it out.  This makes it great if you are an avid follower.  I love the idea and the delivery.  Good job!","Nibble, nibble little mouse...who is nibbling at my house?",1383436800,"11 3, 2013",5,1
"Several youngish couples gather for a regular Sunday brunch with the one unattached woman in the group bringing along a new boyfriend. Meanwhile, several dirty bombs have been dropped on the city and America is under attack.Such is the premise for this black comedy which mocks the mating and social habits of thirty something suburbanites trying to maintain viable and interesting long term relationships and marriages while beset by triviality and boredom. The movie is well written and well acted and often very funny. Despite the cosmic events going on outside the duct taped semi detatched where all the action takes place, these couples remain fixated on their indiscretions and infidelities.Another couple who always show up late are refused admission and left to die on the doorstep. &#34;You're so inconsiderate. You never come on time. People cook food to be eaten hot and you never come on time,&#34; the Julia Stiles character tells her friend outside who is breathing nerve gas.The new boyfriend turns out to be a scary Christian fundamentalist. The ditzy new age vegan woman is just as shallow as she seems. The nerdy one who buys comic books on e bay is convinced aliens are attacking. The math teacher who has been engaged for six years but never set a date wants to be a dope fiend.It's different and very good.",Very black humor,1394064000,"03 6, 2014",5,1
"I would say it would be a good show, I think this would make a good Motion Picture or sitcom or something.",Good Start,1395360000,"03 21, 2014",4,1
I know people who are &#34;collectors&#34; but what they collect have value.  A person who collects junk definitely needs professional help!  Another thing I cannot understand is how people can live in such filth!  You have to have a mental problem in order to do so.I watch these shows and they rejazzure me that I'm still all right!,Sickos,1389139200,"01 8, 2014",5,1
"Very uplifting, don't let the slow start turn you off.....watch the characters change as Luke evolves into a great story of human perseverance and determined spirit!",Don't miss it....,1381104000,"10 7, 2013",5,1
James Spader delivers as always.  Lots of twists and turns and you never quite know who is good and who is bad.  Love this show,excellent,1399161600,"05 4, 2014",5,1
"FINALLY!!!  A Dracula story, in film, where Dracula himself is a hero more than a monster.  Excellent casting as well, I was not sold on Rhys Myers at first, but he has proved to be very adept for this role, as well as all his fellow cast members.  I find the story to be great, plausible, and a refreshing take on this old tale...I look forward to each weekly installment as much as I do, &#34;Sons of Anarchy&#34;  Keep up the great work!!","At long last, Dracula is the hero, and not the villan!!",1384041600,"11 10, 2013",5,1
I have seen in a long while.  This show is a drama but full of feeling and emotion that many of us encounter in our family lives.,Best show...,1363651200,"03 19, 2013",5,1
Again another great season full if surprises. The whole cast of Grimm does a great job and the suspense is continuous.,Fantastic Season,1399420800,"05 7, 2014",5,1
"5 Stars!  Great story lines, interesting, fine actors and all around terrific viewing.More, please, please.  This story has quality and love the lead actors.  All goodlooking and believable.",5 Star rating!  Excellent Viewing! Very good mystery and surprise endings.,1385251200,"11 24, 2013",5,1
"2012PG: Every once in a great while we meet someone who makes us want to ""sit taller in the saddle"". If you're one of those people you'll enjoy this story of an old writer who's lost his reason for living then finds it in the dream of another (won't spoil the story) while searching for it in the bottom of a bottle. It's a cold heart that can't find warmth in a story about real people with real feelings. Redemption of self can take many forms the favorite of which may be to ""never stop looking for what's not there"". I hope you enjoy this beautifully written and wonderfully played gem as much as I did. MFJLabs 4x","""sit taller in the saddle""",1357344000,"01 5, 2013",4,1
John Goodman is Great Program is funny Probably alot of truth in the humor. Mr Goodman makes St. louis proud,Watch it !,1389139200,"01 8, 2014",5,1
"A very good comedy, liked it very much. Hope to see them continue this series.The actors were good in their perfromance",Very good show,1368144000,"05 10, 2013",4,1
"Come on people, its weird, freaky, trapped peole, end of the world, and all around Steven Kingand goodness. 'Nuff said.",Steven King Goodness.,1379808000,"09 22, 2013",5,1
"Some of the plot lines are silly, dependent on people acting within a very narrow range of actions. The love story is drawn out and awkward. The lead is kind of charming, and like all detective stories theses days, a maverick genius with his own set of values. It's still a fun show to watch. My favorite episodes were with the old lead detective.","It's fun, don't overthink it",1399852800,"05 12, 2014",4,1
"As a series that honors its origins without ever being merely imitative of them, this may well turn out to be one of the all time great television spin offs. Indeed, the very term ""spin off"" seems somehow inadequate. For this is a true sequel, and one fully up to the task of standing on equal terms with its predecessor.A lifetime has pjazzed between the ending of Avatar and the beginning of Korra, and in that time the world of the four nations has moved on. Even during the scope of the original series, we saw that world in a state of technological ferment. In the time between the two series, this process has clearly marched on unabated. By the time Korra begins, we find ourselves in a world with technology comparable to early 20th century Earth.To those who fell in love with the world of the first series, I'd say only this: don't worry, for there is nothing to fear here. The  writers have not destroyed or replaced their original creation. Rather, they have profoundly deepened it. There is the sense of a real world with its own internal logic and course of development   a world that changes precisely because of its own reality. Integral to this is the fact that it's not just the technology that has moved forwards. Everything from the society's economic basis to its martial arts has changed since last we were here, but always in logical and internally consistent ways. You can tell that this is a show made by people with a deep respect for the integrity of their own creation.As with the original series, this logical and consistent quality   this ability to just plain think things through   applies not only to the world building, but also to the plot and story. At all times we have the sense of a tapestry being woven. Even when we don't quite know where all the threads are heading, or what dark warp in the weave is yet to surface, we  instinctively know that _something_ is happening. Something we can't help but get caught up in and want to follow.Fittingly for an animated show, the world, the story, and all its many moods are communicated to us in large part through the art. At all times we know we're in the same world we were first introduced to in the original Avatar series. There are no sharp breaks here. However, in keeping with the early 20th century feel of this new era, the coloring is significantly more subdued. On a concrete level this manifests in such details as the sepia hues of early photography and the drabness of industrial landscapes. But it is also used to convey the sense that the world we are visiting is now a murkier place, one where the true nature of the threats faced is significantly less clear than it was in the original series. It is a tempting if imperfect metaphor to cast this show asThe Empire Strikes Backof the Avatar universe.I also find that I cannot let this review go by without mentioning the background music. As with the original series, this is composed by Jeremy Zuckerman and Benjamin Wynn, and is once again superb. It is both beautiful in its own right and integral to how the show's creators communicate with us as an audience. It speaks to us of the nature of the world we find ourselves in, of the story we are following, and again, of all the many moods that this story takes. And it not only speaks: it speaks eloquently.There is so much more to say here, but I'm going to cut myself down to two final observations.First, Andrea Romano, whom I shall forever think of asHawkgirl, lends her considerable talents to the voice direction. One never knows quite how much credit should go to a director and how much to the actors. But when everyone just plays off each other perfectly, you've got to figure that a significant slice of the credit should go to the director. Props to you, Andrea.Second, one of the things I've loved the most about this series is how, in the character of Avatar Korra, we do have the sense that at the core, this is the same person we were first introduced to as Avatar Aang: even though that person is now manifesting through a very different personality.This is far and away the best thing Nickelodeon has done in years. It is the kind of show that both children and adults can enjoy. But unlike so many shows that wind up being described in such terms, it is not ""multi layered"" in the straightforward sense that there are some things that the less sophisticated viewers will miss entirely. Rather, its generation spanning appeal stems from far more basic strengths: a well thought out story, real emotional depth, and compelling characters; to say nothing of meticulous world building coupled with wonderfully lyrical art and background music.That, in the end, is why both children and adults will love The Legend of Korra.Theo.",A Worthy Successor,1350000000,"10 12, 2012",5,1
The Mentalist has an unusual plot twist that makes you eager to see the next episode.  The Inner personal relationships between the investigating team is a good one.,Matching Wits,1383696000,"11 6, 2013",5,1
"I've ordered the books now because I find the writing so well done in the series. The relationship between Raylon and Boyd is fascinating, as it is between Raylon and his father and Winona. Can't imagine him as a father, though.",Can't get enough of this.,1373328000,"07 9, 2013",4,1
"I like the show and I will be back to watch it again and again, thanks Amazon.  The show, shows how much a husband will do to keep his not so brite wife happy.  But trying to keep up with the Rockfellers, is not what I would want to do. I want to live my life the way God wants me to do.  This wife is everything I as a wife do not want to do with my husband.  But watching her she makes you laugh and say at the same time,  &#34;oh no she didn't. Thank you Amazon. God Bless You.  Sincerely yours; Georgia",Is this the way to be a GOOD Wife....,1379721600,"09 21, 2013",5,1
It does really streeeeetch the limits of logic I just go with the flow and enjoy the ride.  Nice lark.,Good character development.,1379980800,"09 24, 2013",4,1
"2012PG: Excellent production   sort of a mix between a concert and Cirque du Soleil (and the Australian babes were smokin hot.).Lots of upbeat stuff, and a beautiful solo piano performance ('Great Escape') by Pink. She also does a nice acoustic rendition of Time After Time with her lead guitarist. Much more than just a concert. Enjoy MFJLabs 4x",Pretty In Pink,1394496000,"03 11, 2014",4,1
"I love action packed seasons and this season ended on notes where you wanted to watch the next one! I would highly recommend this season to anyone who likes action, some gore, and even romance! :)",Amazing,1389830400,"01 16, 2014",5,1
"My hubs loved the HBO series Deadwood. I couldn't get past the gratuitous cursing. Not that I am opposed or without sin but it was too much. I went on to enjoy its star, Timothy Elophant , in Justified. Cause..cowboy in tight jeans, bad boy vibe. Not the best TV, but something I could watch with hubs. Hell on Wheels is exceptional TV. Yes, it is gory, and there are whores and cursing..but in the amount that likely reflects the time period. There is great character evolvement..and acts of compjazzion and love that balance the whole tawdry feel. An excellent study of racial tension, hardship, struggle for dominion over the West, and yes, a handsome, (albeit grubby) cowboy in jeans. A win win for my spouse and me.",Not usually my cup of tea.,1360713600,"02 13, 2013",5,1
I Love the plot line and it had me on the edge of my seat what a ride. ya i love it,Lovein it,1386288000,"12 6, 2013",5,1
"The series premiere thrusts viewers right into the thick of things, as firefighter Andy Darden has just been killed in the line of duty. Both Casey and Severide blame one another, and the death has rocked the confidence and morale of 51 in general. Meanwhile, Casey finds himself the target of a dirty cop's wrath after Casey refuses to cover for the officer's son in a drunk driving accident that left another person paralyzed.There's never a dull moment, either professionally or personally, at Chicago's Firehouse 51. Led by Lieutenants Matt Casey (Jesse Spencer) and Kelly Severide (Taylor Kinney), under the direction of Chief Wallace Boden (Eamonn Walker), the firefighters at 51 are called to the scene for everything from apartment fires to train derailments to gang crossfire.Rounding out the crew at 51 are also paramedics Gabriela Dawson (Monica Raymund) and Leslie Shay (Lauren German); experienced firefighters Christopher Herrmann (David Eigenberg), Joe Cruz (Joe Minoso), &#34;Otis&#34; (Yuri Sardarov) and &#34;Mouch&#34; (Christian Stolte), as well as candidate trainee Peter Mills (Charlie Barnett). The group frequently interacts with Dawson's brother, Det. Antonio Dawson (Jon Seda). a narcotics investigator who is often the means of gaining crucial information from the police department.On a personal level, Casey and his longtime girlfriend, Dr. Hallie Thomas (Teri Reeves) struggle to reconcile their differences regarding children, while Severide tries to hide a serious injury that is impacting his ability to do his job properly. Dawson struggles with her longtime crush on Casey; Cruz discovers his younger brother is part of a gang. Mills is anxious to become a full fledged firefighter, following in the footsteps of his father who was killed on the job, while his mother is desperate to change his mind.And those are just a FEW of the longer running storylines! In just this first season, viewers are also regaled with a character's mother being paroled from prison (for killing his father); pregnancies, gang activity, traumatic brain injury, and numerous near death experiences of various kinds. Many of these stories are introduced as rather intense, but so quickly resolved that it truly takes away from how well the story is told. Or, even worse, some of the stories are introduced, indicated as extremely pertinent to the character(s)...and then dropped, never to be heard about again. Almost moments later, the next crisis hits 51, and the next, and the next.Fortunately, the show seems to find a better pace toward the end of the first season, and definitely from the start of Season 2. This way, viewers can more fully enjoy and appreciate the storytelling, as well as the character development, than when it's all rushing past like the men to the scene of a fire.","Terrific show, but took a bit to find its groove...",1391558400,"02 5, 2014",5,1
"The writing, characters, acting and direction on both Seasons 1 and 2 of ""Justified"" are top shelf. Not only does Mr. Olyphant nail his character but the excellent supporting actors comprise a truly impressive ensemble.  While the plots can be convoluted and somewhat melodramatic and predictable, it's so much fun watching and listening to these folks interact and play off each other that you hardly notice.  With the right mix of drama, action, rednecks and highly intelligent and strong women ""Justified"" pretty much punches its own ticket.I was originally quite wary of the accents and setting, wrongly thinking it a cross between My Name is Earl and Miami Vice, but it's carved a truly original niche of its own.  Impressive and eminently watchable. Margo Martindale in Season 2 is pretty frightening and one of the sleaziest female characters in the history of TV.  Controlled magnificence.","Smart, Tough Justified",1402358400,"06 10, 2014",5,1
"Make up is great on the aliens, interesting human non human drama, a bit heavy on the suppressive environment and threats to survival...not a feel good kind of show...always ends with a cliff hanger and sort of makes me want to know what happens next.",Kind of Road Warrior meets Star Wars - Post Apocolyptic Soap Opera,1398729600,"04 29, 2014",4,1
"Journalists, writers, directors and presenter (anchorman) from a live news program in the 1950's try to uncover an expose the truth behind local murders and bribery that may have national and international implications. A well made and well performed crime drama that brings back the cast and characters from season 1. I liked this second season, but unfortunately, ratings were not good enough to renew the show for a third season.",Investigative journalism from BBC,1403481600,"06 23, 2014",5,1
"This first season is fantastic.  There are definitely relationship scenes that are skip worthy, but the story feels original, and interesting. The young guy is dumb, but that's ok, we all know a few dumbies in real life.  The following seasons are OK, but the first season really shines.",YES,1322352000,"11 27, 2011",5,1
Grandchildren  loved watching this with their grandfather.They are twins who are nine years old&#8230;a boy and a girl.Belly laughs and lot of smiles.,Grandchildren loved watching this with their grandfather,1405123200,"07 12, 2014",5,1
Awesome show! Not just conjecture but a real effort to find the truth. I Love this show and hope it's around to explore many more mysteries of America's past!,America Unearthed,1359936000,"02 4, 2013",5,1
i love this show it is amazing i love it me and my friends watch it all day long.thank you,i love it,1358553600,"01 19, 2013",5,1
"Good strong characters.  Titus Welliver and Jamie Hector work well together.  Lance Reddick was in the pilot, too.  Story was excellent, though the pilots should be two hours long rather than one.  I wanted to go right to the next episode. I hope it becomes a series on Amazon.",Good story with great actors,1393200000,"02 24, 2014",5,1
Outstanding show to watch.  I Look forward to very episode.  May not reflect the true actions of the U.S. Marshals service but it is just a show after all.,Great,1368144000,"05 10, 2013",5,1
Shows the struggles that went on in the 1990's in the British Police   a real portrayal of a system that was out of dateHelen Mirren is a great actress,Great show,1391040000,"01 30, 2014",5,1
Pretty much the same show so if you liked the other 3 seasons than you will like this season as well,bones good,1355097600,"12 10, 2012",5,1
"I would rate &#34;Justified&#34; with 4 1 2 stars if I could, but it is very close to perfection for me.  Interesting, quirky characters, action, suspense, and plenty of humor (although usually very dark).  I have to give most of the credit to the writers, but the acting by the entire cast is top notch.  Timothy Olyphant (Raylan) and Walton Goggins (Boyd) are incredible to watch, especially in the scenes they share together.  Jere Burns, as Wynn Duffy, turns in another great rendition of his signature creepy psychopath.  It's the eyes: even when he's not supposed to be creepy, he just is. Margo Martindale is exceptional (as always) in her role of Mags Bennett.  I've never seen a female villain quite like her.  She somehow manages to be sympathetic, which is very difficult to do.I would highly recommend &#34;Justified&#34; to anyone who enjoys character driven drama or action suspense mixed with the right amount of unconventional humor.  Just be prepared to be hooked; one episode quickly turns into three or four in one sitting!","Great characters, addicting show!",1365811200,"04 13, 2013",5,1
This is no doubt one of the very best cop shows that will ever grace us with its presence. The cast and crew are the best around. From their finished product to what we see on tv to the fantastic way they interact with us online and in person. I can't even find the words to describe it. You just have to trust. Cudlitz gives the performance of his life in &#34;Chaos&#34;. I will never forget it. If it doesn't get nominated THAT will be a crime.,In awe of this show from day one.,1365897600,"04 14, 2013",5,1
"I LOVE this show!!!  I recently discovered this show and have since seen all 6 seasons and I absolutely love this show.  Personally, I've had my fill of reality tv but this show is the exception.  The contestants are truly gifted and the judges are genuinely qualified to judge the contestants creations (all judges are either employed in the entertainment industry or are actors.  Several judges have earned Oscars for their past work).  Additionally, the contestants (even though some are in their early 20's) behave professionally throughout the show.  Only a couple of times have contestants engaged in backbiting or arguing and with the exception of Season 1 contestant Frank, who behaved like a total jerk but eventually redeemed himself on Season 5 All Stars, they have refrained from showboating and excessive partying.  When a contestant needs help, the others pitch in.  During one episode, a contestant had to go to the hospital because of an injury.  While he was gone, his fellow contestants worked on his molds so that he wouldn't be left without a costume for the reveal.  When the winner is announced, I am never disappointed because the finalists are so talented and deserving.  My favorite part of each episode occurs during the reveal when the finished product is morphed onto the model's natural face.  It is amazing what these artists can complete in only three days time and makes me appreciate the work that special effects makeup artists perform in my favorite TV shows and movies all the more.  This show is a winner all around and is definitely appropriate for all ages.",absolutely amazingly talented artists,1399075200,"05 3, 2014",5,1
She's my favorite detective.  Complicated persona which probably makes her very good at her job.  A sharp mind for detail and human nature.,Excellent,1364169600,"03 25, 2013",5,1
"If you are shopping Season Five of History's engaging docu series ""Ice Road Truckers,"" it's fair to jazzume that you are already a fan. Since its debut in 2007, the show has provided big ratings for the network and its popularity has helped to restructure the entire network's programming slate. You know the drill. For two months a year, big rig hauling over the tundra is necessary to supply remote outposts before the eventual thaw. It's a dangerous profession as we're informed on EACH and EVERY episode. After five years, I think we get it! In truth, everything that you need to know about the job specifics of ice road trucking was covered long ago. The show's success now firmly rests on its cast of characters who can be both likable and somewhat abrasive.The 16 episodes that comprise this 4 disc set bring you the latest antics of Hugh, Alex, Lisa and Rick as well as many others in the profession. If you like the show, obviously this is an easy recommendation. My personal thought is that we've pretty much covered every topic conceivable in the last five seasons and I'm not as enthusiastic about the show as I was several years ago. I'm obviously in the minority, however, as viewership when it aired on History rose 30% between the fourth and fifth seasons. And am I the only one that gets exhausted by narrator Thom Beers?Here's a break down of the episodes: The product description proclaims that there are 15 episodes, but there are 16 in total for the season.(1) Pushing the Edge, (2) Ice Road Rage, (3) Wrong Turn & Burned, (4) Fire on Ice, (5) Under the Hammer, (6) The Braking Point, (7) A Banged Up Job, (8) Meltdown!, (9) Road to Nowhere, (10) Rookie Rebellion, (11) Hittin' The Skids, (12) No More Mr. Nice Guy, (13) Ice Rogue Trucker, (14) The Heat Is On, (15) Judgement Day, and (16) The Last Dash.Although not offered on Blu ray, the video quality on this presentation is solid. For enthusiasts, the set does include bonus footage. It didn't add a lot to the experience for me, but some of it is fun to check out. KGHarris, 3 12.",Big Rig Adventure And Danger: The Popular History Channel Series Drives Through 16 More Episodes,1333065600,"03 30, 2012",4,1
This is a deceptive film whose real point is how do we live with our southern neighbors. Like the matter of fact attitude.,Methaphor for our southern boarder,1371340800,"06 16, 2013",5,1
"IF you like cljazzical music and want to see it come alive in real people this is the show for you.The plot, actors and music are superb. Not only did it draw me in, It captivated me. Please don't let it die. Make it last forever.","Captivating, Make it last forever!",1392422400,"02 15, 2014",5,1
"Fun musical numbers and great acting. It is a little too much of a soap opera drama for me, but it didn't stop me from really enjoying it.",Really entertaining,1399075200,"05 3, 2014",5,1
"I thought that I would never see a more ""depraved"" serial killer than Kevin Spacey in the American movie, ""Seven.""  However, the British have managed to do it!  Season 2 of this British TV detective series was great, but Season 1 was off the charts    at least in my book.  Pure evil!",Totally Depraved!!!,1347667200,"09 15, 2012",5,1
I think this is a very good show.  Love the main character.  I was so disappointed when A&E cancelled the series.  I am very pleased to be able to watch the series on Amazon Prime.,Great Show,1397088000,"04 10, 2014",5,1
missed some and just ordered it and she was happy and a happy wife is a happy life.  Prime is great,for wife,1403740800,"06 26, 2014",5,1
Where did Jay Ryan(the beast) come from! He is a great actor and he is not bad to look at either. I like the interactions of the characters and the changing plot. All the characters are attractive. Catherine is of course beautiful. I like her interactions with Vincent(Ryan) and with her partner.,Best show of the year.,1366934400,"04 26, 2013",5,1
"This show at first looked a bit laughable to me, but I jazzure you this is a well conceived series. All the actors have been chosen with great care, and they interact with one another as though they had been working with eachother their entire lives. They have great chemistry in every scene, it's like they're best friends in real life. The show has alot of comedy which is only broken up by action and dramatic story telling. What I love about the show is it's many references to movies, television, and video games. Chuck is not James Bond, not even close in fact. It is hilarious watching him try to fit into the world of espionage. He does have two bodyguards Sarah and Casey to protect him. Sarah is a beautiful blonde agent that is sent to be his girlfriend (lucky guy), and Casey is the heavy artillery side of the team. It's really fun to see Chucks and Sarah's relationship grow throughout the season. They clearly have great chemistry and that leads to some romantic moments. It's sorta like on LOST with Jack and Kate you know they want to be with each other but the plot dictates otherwise just teasing you here and there. Chuck also has a best friend Morgan who is responsible for most of the laughs as we watch his pathetic life, and the way he clings to Chuck's every move. Chuck and his family really keep the show grounded and really relatable to the every day guy. This show began well and only got better in season 2.The picture quality is another thing all together. It has grain in almost every frame. The picture is just filled with noise almost the entire time. It really is distracting and is quite disappointing. Chuck surpjazzes the picture quality with it's amazing characters and stories. The extras are decent with some deleted scenes, a gag reel, and audition footage.  The series is a mix of Alias, Mission Impossible, and Get Smart. It is the ultimate comedy hour mixed with great action.",A nerds ultimate fantasy.,1262649600,"01 5, 2010",5,1
"Really like this show, very interesting plot and characters.  I had to go back and watch it from the beginning.",Great show,1399248000,"05 5, 2014",5,1
