reviewText,summary,unixReviewTime,reviewTime,rating,label
"How can you beat that combination?  This is an appropriate film for young adults, not so much for us older folks.  But it's stylish and well produced, with good acting and a minimum of hokiness considering it's basically a vampire movie.The vampiress, Ernessa, who looks like she's post Barbie doll plastic surgery  manages to convince cljazzmates in a girl's school situated in a former hotel to disappear in various ways in order to get to the one girl who interests her the most, Becca (for a specific reason that I won't reveal).  Nobody but Becca notices that there's something strange about her.  Ernessa is not evil so much as needy for certain things, trapped in an existence she doesn't want but is stuck with. In the end, Becca comes through for her in a messy but very pragmatic way, her blood supply intact (maybe that's what Ernessa was planning all along, clever girl).  Happy ending.","Pretty girls, repressed sexuality, blood, moths, and death",1390694400,"01 26, 2014",4,1
"these are craftsman at work here,...like the film Patriot, this story is told from the point of view of a colonial era farmer, with a wife and a newborn child, whom has no desire to involve himself in the &#34;troubles&#34; ..life in the colonies is hard enough...but events spin out of his control...his friends and his past pull him toward spying against King George and his Redcoats, and the mercenarys who do the dirty work...",I can't wait for more...,1397088000,"04 10, 2014",5,1
"I love this TV show, because it has come together, acting and writing. I came across this show during the third season when it was well coordinated. I am a fan of Gilmore Girls and was the reason for how I was interested in Parenthood. The story lines are well crafted capturing human emotion. This is a lovable story line with three generations of the same family, and all the trials and tribulations family goes through. Some characters have developed roles like Adam Braverman as the protecting father and husband. Crosby as the adventurous yet good guy underneath the thick shell. Sarah who goes from relationship to relationship, and as such is defined by them. Julia the stereotypical successful lawyer balancing family life, Joel her stereotypical supportive husband and father. There are few stereotypical characters, however most of the characters move back and forth between their portrayed characteristics and good ones. Season four and three are by my opinion the best so far all because of writing and acting. Season five is coming back on NBC September 26th, until then I will watch marathons of these seasons. If you enjoy sitcoms based around families than other TV shows, this is a great show for you. Each show has a cliffhanger for each story arc, which keeps you hooked. This is one of the best sitcoms on TV, though there is a lack of minority representation. When season five comes out I will be ordering it from Amazon too. Until than Parenthood returns to NBC September 26th moving from Tuesdays to Thursdays.",Best Sitcom on TV,1378425600,"09 6, 2013",5,1
Ever since I was young I have enjoyed watching Dr Who and now my son and I watch it together.,We Love Dr Who,1366848000,"04 25, 2013",5,1
"I enjoy seeing this show and I think between this show and Primeval, it's definitely a tie from these Jurjazzic Park type TV shows. Every episodes keeps you intrigued and hopefully they will keep this show on the air a few more seasons.",Terra Nova is always action packed!,1325203200,"12 30, 2011",5,1
"I loved The Hour, so knew the sequel would be good, too; and it didn't disappoint.  UNTIL the ending.  They ended the note on a terrible note and owe it to the viewers to find out what happened next.  Please....  don't leave it there.",The Hour Sequel,1393372800,"02 26, 2014",5,1
I liked this addictive show so much I bought season two! I had to find out if she sells the Minnehaha house.,Love this show!,1392336000,"02 14, 2014",5,1
This Series is exceptional for a TV show.  The characters have depth and the story has one sitting on the edge of one's seat. I highly recommend this whole series of Covert Affairs.,Exceptional!,1402531200,"06 12, 2014",5,1
Too bad this was cancelled.. it makes a great DVD as a pair with season 1.. maybe better as a whole story like this than episodic tv.. so do not miss the chance to see it ...,great story/music etc...,1369785600,"05 29, 2013",5,1
"Magnificent film. Well scripted, well directed and well acted. This deserved an academy nomination at least. The film is suspenseful and yet pleasant because of it's filming in the lush Welsh countryside. Saoirse Ronin shines in her role as young Daisy and all the children fit together as a film family like a glove. I just wish I knew who on this earth could have the British Army rolling backwards like that? Who is strong enough to be able to invade a Britiain which man to man has the finest army on earth? Tis an enigma. BUY THIS FILM!",Tour de force,1397260800,"04 12, 2014",5,1
"Story of brothers Nicky (Dillon) and Crunch (Russell) who aspire to pull off an art heist in Warsaw, Poland. When that goes badly Crunch does 5 years in jail. When he gets out he goes back to his job as a stunt rider.They reconnect to aspire to do a heist of a sacred book, then they plan to make copies and sell multiples and really make $. As it goes along we later find out things are not what they appear. Similar toOcean's Eleven (2001). Behind the Scenes provides insight. Fun.",Art hiest/con artist,1400284800,"05 17, 2014",4,1
This show is a favorite of my daughters so I watch it with her.  She would probably rate it with 5 stars.,Betas Season 1,1390953600,"01 29, 2014",4,1
My husband watches this he bought the last series and will watch in January when it comes on TV he loved it.,justifiee,1372982400,"07 5, 2013",5,1
"We love, love, love Finding Bigfoot and are very excited for the new season to begin; especially in Boggy Creek!  We are 'Squatchers' and feel this is going to be a great season with new places and better evidence.  I'm glad to see the whole crew back for season 5. I know many people don't think a great ape could exists without discovery, but they are 'discovered' by many thousands of witnesses.  The footprints, the vocalizations, photos, etc are proof!  Anyway, those of us with Squatch Fever can soon breath a sigh of relief, the show continues...and so does the hunt!",Let the Hunt Begin!!!,1383264000,"11 1, 2013",5,1
"and everything in between during the 10th season of ""Stargate: SG 1"". By the way, this ISN'T the end of SG 1 as two direct to video TV movies are due in 2008 with stand alone storylines. During the 10th season we get to see the resolution of the conflict between the alliance and the Ori, the end of the Asgardians and the continuing blossoming romance between Dr. Daniel Jackson (Michael Shanks) and Vala (Claudia Black). The show went through a lot of change during the last three seasons as storylines were wrapped up, new storyarcs developed and new characters such as Lt. Colonel Cameron Mitchell (Ben Browder well known to sci fi fans from ""Farscape"")and Vala (Claudia Black anther ""Farscape"" alum)providing the show with an additional injection of energy. Beau Bridges came on board adding spark to the show as well. Richard Dean Anderson is missed during the 10th and final season but his spirit is kept very much alive by Browder and Black in their roles. Michael Shanks, Amanda Tapping and Christopher Judge proved to the the strongest link in the chain between the old Stargate and new.The story arc episodes are among the best while some of the stand alone episodes are (with the exception of a few) probably the weakest of the 10th season seeming like filler at times. The stand alone episodes may or may not appeal to you like those on ""The X Files"" and ""Farscape"" these episodes stand or fall based on the strength of the plotting and how realistic the wrap up is within 45 minutes. Some episodes as a result are better than others with some abrupt resolutions using the old ex deus machina (represented as help from Stargate Command or other sources sometimes unexpected)where more time could have been devoted to the story expanding it over more than one episode. As a long time ""Farscape"" fan I was happy to tag along after the cast changes and found that if you gave the final two seasons a chance, they were extremely good at the best of times.The show experienced a lot of change during the last three seasons which would make one expect them to be lesser seasons than the previous 7. Nothing could be further from the truth. The new characters were perfect additions to the show adding after the departure of Richard Dean Anderson as Colonel Jack O'Neil. The addition of Beau Bridges as Major General Hank Landry to replace long time cast member Don Davis (Davis' character was promoted and he appeared in a couple of episodes during season nine)who played Major General George Hammond and various guest stars (Fred Willard, Robert Picardo a regular on ""Star Trek: Voyager"" started appearing in season 9) helped spruce up the last season of the show. It also helped that the Ori story arc was nicely resolved during the last season as well.The show looks pretty good but there are some digital artifacts evident in the transfers. Most of you won't notice them or care but for those that do keep in mind the amount of information packed on each disc. The 10th season has been packaged in the slimline packaging that was rolled out with season 8. I'm sure these will show up on Blu Ray but the show looks fine here and is well priced.The DVD has commentary tracks for every episode except one (and I suspect that was probably an accident as one episode has TWO commentary tracks. They probably scheduled the wrong episode for the second commentary track), deleted scenes, featurettes in the Director's Series focusing on 1 director for 1 episode of each disc. We also got the usual jazzortment of photo and production galleries included as well. There is a trailer that for the first of the two Stargate direct to video movies ""Stargate SG 1: The Ark of Truth"" (the second one also coming in 2008 is ""Stargate SG 1: Continuum"" involving time travel and reportedly will feature Richard Dean Anderson).The 10th season varies but overall it's a good one that SG 1 fans will enjoy.","It was the best of times, it was the worst of times...",1186272000,"08 5, 2007",4,1
Joy on The View always talked about something they was doing on that show. This show makes me laugh. Alana (Honey's real name) I am not sure but She is one of those little girls in the talent shows and tiaras. yet the story has some touching parts  what is really true and what is fiction.,I heard so much about Honey BooBoo,1375833600,"08 7, 2013",4,1
"Great casting. Great writing. Great direction for a TV show. One of the more thoughtful productions of any tv shows I've seen. The writing does seem to drop off as the season goes, but over all quite good. The 2nd season is starting off strong too.",cut above,1370563200,"06 7, 2013",4,1
This is one of those best shows that should have been on longer than it was.There is only one season of this series and there should have been more.  I don't know why it  left the air so soon because it is one of  the most consistently entertaining series ever.  I have watched it over and over and still laugh.,THE BEST,1401321600,"05 29, 2014",5,1
"I loved the love that the main characters had and the whole family had each other's back even when they don't want it. It was a great t.v. show and I wish that they keep the season coming. The book was alright, but I perfer the t.v. show.",TV show was better than the book!,1404259200,"07 2, 2014",5,1
"You know who Hannibal Lector is, even if you've never seen ""Red Dragon"" or ""The Silence of the Lambs""    a witty, cultured man who happens to be a cannibalistic serial killer.He is also the sinister heart of ""Hannibal: Season One,"" a TV show somewhat based on the works and characters of Thomas Harris. This is one of the smartest shows on television today    a thorny, dark hearted psychodrama, full of subtle manipulation and dangerous killers. It took a few episodes for me to fully warm up to Mads Mikkelson, but after awhile his quietly aesthetic portrayal really caught on.FBI special investigator Will Graham (Hugh Dancy) has a special gift    he is able to empathize with serial killers, understanding how their minds work. Agent Jack Crawford (Laurence Fishburne) enlists him to help in the most bizarre serial killing cases, and enlists forensic psychiatrist Hannibal Lector (Mikkelson) to keep Will from going off the rails.And frankly, Will needs the help. His first case involves a cannibalistic serial killer known as the Minnesota Shrike, who kills young girls and almost murders his daughter Abigail. As Will struggles with the aftermath of this case, he is called in on a series of bizarre murders    people turned into grotesque angels, mutilated into instruments, used as fungal fertilizer, missing children turned into murderers, an organ harvester, and a man who claims to be the notorious Chesapeake Ripper.But Will suspects that a copycat killer is at large, using other serial killers as a smokescreen for his own activities. He doesn't suspect that the copycat killer is far closer than he thinks: Dr. Lector (this isn't much of a spoiler    it's revealed in the first episode), who manipulates Crawford, Will, his shrink friend Dr. Alana Bloom (Caroline Dhavernas), and anyone else who falls into his orbit. Oh, and he eats people.Bryan Fuller has always had a macabre streak (see ""Pushing Daisies"" or ""Dead Like Me""), but in ""Hannibal,"" that streak covers the whole canvas. Don't expect quirkiness or comedy in this    it's all shadows, grey skies and blood, with only a few lighter moments (Will spending time with his dogs) to gently remind you that the world is not all horror.It also doesn't have any supernatural quirks, yet it still maintains a dreamlike, almost mystical quality through Will's hallucinations, and the ghostlike elusiveness of the killers. Lector himself is almost like an elegant demon, conjuring complicated tortures and schemes while also listening to cljazzical music and frying up gourmet meals of human flesh. His cultured calm seems almost inhuman, his cold sadism and elusiveness almost beyond human understanding.It's also gory. Very gory. Admittedly you can't have a story about serial killers and cannibalism without some gore, but it has some truly grotesque, stomach churning stuff that you wouldn't expect to find on network shows.And while coming up with a bunch of one off serial killings    only some of which are successfully stopped    the writers weave in elaborate subplots involving a potentially psychotic teenager, the Chesapeake killer, a murdered protege of Crawford's, and Will's increasing mental deterioration. Every episode creeps us closer to Will figuring out what is truly going on, and who is pulling the strings on everyone around him.Dancy plays Will as a shaky, damaged man whose special talents are slowly destroying him, but who feels that he must continue to save others' lives. Fishburne is the steady rock at the center of the show, an essentially decent man who must sacrifice Will's well being so that other people have a chance to live. And it has good supporting performances by Dhavernas, Gillian Anderson and Hettienne Park.I have to admit, Mads Mikkelson annoyed me for the first two episodes    he seemed very pjazzionless and wooden at first. But his acting style began to grow on me as we see the few things that bring a sparkle to his eye (mostly cljazzical music), and explore some of his cold, friendless world.""Hannibal Season One"" is a series as rich and dark as spilled lifeblood... and about as horrifying. Intelligent, grotesque and powerful.",Nothing here is vegetarian (some spoilers),1387324800,"12 18, 2013",5,1
"my daughter and son is crazy for Go, Diego, Go!, they watch the episodes multiple times, over and over again they are crazy for Diego.",Great show,1376092800,"08 10, 2013",5,1
"Inspector Foyle behaves and speaks exactly as we would ideally wish to have done in his place in the threatening environment of wartime where subtlety and nuance tended to get lost. In WWII Hastings, a resort town on the south coast of England, the proximity of the German forces across the Channel pushed people to make hasty decisions, often based on prejudice and invariably without pausing to reflect. Foyle is the epitome of patience, bravely resisting pressure from his superiors and the war department, creating time and space to see justice done no matter how complex the circumstances, He is jazzisted by two younger jazzistants who share his humanity and learn from his stoical attitude. It is hard not to feel that people like Foyle were the true heroes of the war effort because they constantly reminded everyone of the values we were fighting for.",Diplomatic police work in time of war,1363824000,"03 21, 2013",4,1
"Slow plot to unfold but very compelling to watch.  Since I could not find the next season, I was left hanging as to how it all ended.  It is certainly worth watching with the understanding that you kind of have to make up the ending based on the clues you get during the season.  Good acting, suspenseful drama from some actors I haven't seen before.",Rubicone,1385078400,"11 22, 2013",4,1
Always great to be able to watch without commercials. The extras were great except for the episode with Ruah and Christiansen doing a commentary which I was surprised at since they were so highly criticized for the job they did on the S2 DVD. Don't bother listening to their commentary.,Fan favorite.,1350777600,"10 21, 2012",4,1
"I almost did not watch this show, I am happy that I did. The show has pjazzion, a lust for music and a sensual connection, it kind of plays with the imagination which positions you in the mood for more. Truly recommend, have a sensational time watching this show. Cannot wait to see how the season lays out.",more than the cover,1391817600,"02 8, 2014",5,1
"A GREAT action packed cop show. However, one REALLY DUMB flub is in wardrobe. The uniform Officers wear their shields badges on the right side of their chest. I have NEVER seen such anywhere other than on this show. ODD; really,REALLY odd to the point of being a distraction.  I'm a retired cop, that's why.","Fast paced, hard hitting action from start to finish!!!",1368489600,"05 14, 2013",5,1
Always loved watching this series.  Also watched latest Veronica Mars movie   it was great.,Good Series,1404604800,"07 6, 2014",5,1
"second season brings back all the favorite characters that make Longmire such a hit.  strong writing, interesting plots, unexpected twists.",longmire comes on strong,1373068800,"07 6, 2013",5,1
"At first I wasn't all that pleased with the plot or characters, but as the pilot went on I was drawn in.  When will more episodes be available?",The Rebels,1394841600,"03 15, 2014",4,1
I enjoyed this story line until he messed around with his cousins other half but...I enjoy the challenges he faces and the scenes of the country.  Watched both seasons and hated to see it end.,I love me some Ireland,1394064000,"03 6, 2014",4,1
"While I LOVE Castle and have watched every episode I am really not liking the DC job thing that is going on, so far they have cut out a chunk of the cast and replaced them with unlikeable characters.  The stories are too NCIS and little humor that has been a large part of the show's appeal.I do understand that perhaps the NY cop situation needed some new blood or something, this is not working for me and I hope they go back to the old backdrop soon, I don't care for DC in real life, why would I want more of it in my entertainment.Castle and Beckett are still great but without the talented cast they had backing them up (not the boring unlikeable current DC players) I don't know if they can keep the audience to keep going for another season.",Am I The Only One That HATES The DC scenario?,1381190400,"10 8, 2013",4,1
I wish I were a part of this cast. This is the funniest stuff ever. YOU MUST GET THIS IF YOU ARE A DIE HARD &#34;SUNNY&#34; FAN!,Hilarity at its finest!,1395360000,"03 21, 2014",5,1
"I noticed that this, one of my top 25 favorite movies, was available for streaming with Prime, and read some of the reviews.  I was floored to see some of the poor reviews.  Not that it must be everybody's cup of tea, but how is it people can watch and not have a CLUE what it's about?  Minor spoilers as to themes follow.Yes, it's offbeat.  Yes, it's told in an unusual way.  The old adage ""Show, don't tell"" is followed throughout, and perfectly so.  But for goodness sake  isn't the time spent viewing a movie worth a little reflection on its meaning?  The absurd events of Muriel's life mirror the absurdity of life writ large.  The movie's about a young woman who wants desperately to BE somebody.  She's shy, awkward, weird, doesn't know how to behave, inevitably says and does the wrong thing.  The in crowd shuns her, and still she tries to gain acceptance.  Those efforts are demonstrated against the backdrop of relations with her dysfunctional family of misfits.  She resents and yet is an amalgam of her parents  her mother, fat, insecure and self loathing, her father, a grandiose liar who will go to any dishonest lengths to seem important, make the news, garner attention by any means possible (he's a politician).  The mother just wants to be valued by her husband and children, to no avail.  Muriel's younger siblings are even more pathetic than she, and actually look to hapless Muriel for inspiration and guidance.  Oh my.The movie is about Muriel's quest to find out who she is and find meaning in life, the Holy Grail of quests (though not necessarily her realized goal  at first she just wants to LIVE).  She tries various desperate things, some inspired by her parents' behavior and values (I won't list them), but the biggie is finding a husband and having a fancy wedding, however possible, by hook or by crook  THAT will show everybody.  She gets herself into trouble ever more deep.  In the midst of all this, she meets an old school chum, someone slightly more evolved, who doesn't care WHAT other people think (the fabulous Rachel Griffiths).  Griffiths becomes a friend and role model, has an effect most profound on Muriel.  They get an apartment together, and Muriel just begins to spread her wings  and tragedy hits.This movie is all about life, fraught with disappointments, unkind people, and misfortunes foreseeable and unforeseeable (and yet  there are other ways to look at it).  It's about seeing yourself anew, taking the blinders off.  It's about the myriad ways we delude ourselves, inventing things to value and feel good about  often valuing style and mere appearance over substance and character.  It's about longing to change, to be your own person, to be a person of integrity, instead of a colossal brew up.  And parenthetically, what is integrity?  So few people exhibit it.  And yet, it's everything, the most essential thing  without it you've got nothing.  And finally, it's about what it truly means to love other people.  Or so say I, anyway  these were some of the things I came away with.Come to think of it, these are some of the themes of another wonderful Toni Collette film (an adult drama), made a few years later,Japanese Story.This sounds like solemn stuff indeed, but it's not, that's what's so wonderful  the reality seeps into your emotional pores through osmosis, themes reverberate between a series of intriguing, memorable scenes, some funny, some ridiculous, some tragic (e.g., her mother's clothesline in the back yard.)  No one hits you over the head with anything, you figure it out for yourself.  The ending of this movie is one of my favorite film endings ever  things look pretty bad, how could they get any worse?  But DON'T count this fat, pathetic loser out YET.The triumphant scene where the cabdriver throws opens the cab door, with ABBA playing, is one of those quintessential, iconic movie moments that etches itself into your very psyche: ""Leave 'em burning and then you're gone...""  I saw this in a large theater when it came out, and it got a standing ovation.  If you don't like this, or at least appreciate the themes, you must be made of wood.  This movie made marvels Toni Collette and Rachel Griffiths international stars, and rightly so.  BRAVO.","Fat, Pathetic LOSER Muriel- MY HERO!",1380844800,"10 4, 2013",5,1
"i loved the story, predictable but fun. would give it 5 stars but sometimes the characters are hard to understand with a combination of low volume and irish brogue. could decipher the brogue if you can only hear them speak clearly",need subtitles,1364083200,"03 24, 2013",4,1
They leave you on the edge of your seat all the way through the show! I hope that this show has many more season!,Great Story!,1381104000,"10 7, 2013",5,1
This is a fun show for the whole family. It teaches some good morals and doesn't take anything too seriously. It is contrived and unbelievable at times but it's still good to see a family staying together even when things don't go well.,Family Fun,1373328000,"07 9, 2013",4,1
This is low key but enjoyable for a cop show.  The characters fit well and the love story is being developed at just the right pace.And it is in Florida where not many shows are based since Miami Vice.  Enjoyable.,"The Glades, Season 3",1401062400,"05 26, 2014",4,1
"This was my intoroduction to sci fi when I was in 2nd grade.  Certain episodes were so vivid that they etched themselves permanently in my memory.  Upon watching them again, I see how they are also emotionally appealing and surprisingly sophisticated, both in their science and in the lack of ""feel good"" deus ex machina endings that mar so many otherwise excellent Star Trek stories.I think by far the best story of this lot is ""The Man Who was Never Born"", which exudes a kind of timeless anguish.  It still moves me to think of the deformed Landau, who was truly brilliant.  But the ""Architects of Fear"" is also wonderful, with the good man sacrificing himself in vain and communicating his love to his wife from his horribly altered form.  They are both tragedies with grand conceptions behind them, truly unique. ""The Galaxy Being"" and ""The Sixth Finger"" are also deeply affecting and believable in their way.  These are all timeless themes in hard sci fi, done extremely well.There are some bad episodes too, but overall the good ones are worth the price of admission.  I do not see why some reviewers are angry at the format of splitting season 1 into 2 volumes   it doesn't cost more.Warmly recommended as a piece of TV history that still stands on its own as outstanding hard scifi.","Absolutely first rate hard sci-fi, never surpassed on TV",1246320000,"06 30, 2009",5,1
This episode was everything a long time fan could hope for. i hope everybody buys this so they continue to make more. seriously. jr is as good as ever.,HONORED ITS HISTORY,1340236800,"06 21, 2012",5,1
"lifetime channel witches fantasy show. the lifetime channel is trying a new direction in this show. some witches shows enjoy a long ""lifetime"" on tv. charmed, which lasted about seven years, comes immediately to mind. other witch shows, such as the ""secret circle"", lasted only a season.3 this one has enough in it to become popular: such as beautiful women, 9 lives for the two older sisters, a curse on the children, which causes them to be reborn again and start all over, etc.  thus, it has enough different to last a while. good show.",life witches,1381449600,"10 11, 2013",4,1
"I love this show! I had seen only 2 of them years ago and was fascinated by the premise, production and cast. To have all 3 seasons is a feast that is my day end treat. The main character, Cal Lightman, of The Lightman Group, is a psychologist who has developed a practice around 'reading' micro features and reactions of people during different stressor moments. He is the quirky feature. His team appease the general public and buffer with authorities. His Irish accent is just enough. I watch him and wonder how much is his perfect ACTING style and how much is what he naturally brings. Unusual, creative & enjoyable.",Quirky and charming,1398556800,"04 27, 2014",5,1
"There are only 11 episodes on four discs due to the writer's strike if you remember what happened more than five years ago.As usual, this complete season comes with bonus features:deleted scenes, audio commentaries with cast and crew and an alternate ending.I understand the frustrations from the fans.There is a lot of catching up to do,characters going back in time and to the future that it's confusing to stay connected to what is going on in the present.The medieval Japanese storyline is kinda lost on me.What does it have to do with the heroes besides Adam Monroe being Kenzie.I love Hiro, don't mind me not to mention Ando.They add a comedic flair to the show.Hiro has the heart of a hero.He believes his destiny is to save the world.You would think this season will explain what happened in Season 1 but you won't find it here.You have to watch Season 3 to find that out.Like one comment said, S2 seems like a whole different season.Nevertheless,I am curious to see how it ends.",Heroes S2,1392768000,"02 19, 2014",4,1
"Originally picked this to watch because I am a huge Eric Bana fan.  Then as I watched, I realized I had hooked into a really good little noir type thriller.  I had never seen Charlie Hunnam previously, but thought he did a really solid job here, as did Olivia Wilde (Thirteen from the HOUSE series).  Even the smaller roles (Kate Mara, Kris Kristofferson, Sissy Spacek and Treat Williams) were believably performed in a forceful manner.Bana and Wilde play brother and sister, on the run after a casino heist, who get separated in the frozen wilderness, only to be finally reunited at the Thanksgiving dinner of Hunnam's family, where the movie comes to a thrilling climax.  Along the way there some truly exciting chases, one particularly great one on snowmobiles, interspersed with a few brief moments of uncertain tenderness between Wilde and Hunnam.This is one I'm truly happy I stumbled across.  I bought the BluRay version as soon as it was available.  I have a feeling I will be watching it often.",A True Sleeper Of A Hit!!,1399939200,"05 13, 2014",5,1
"Chopped is a pretty good show for those who enjoy cooking and learning about the whys and wherefores of other cooks reasoning.The biggest trick it teaches, at least in my mind, is time management.",Chopped...without commercials!!,1393372800,"02 26, 2014",4,1
My favorite show of all time I love it the things they talk about in this show make a lot of sense and will amaze you,I love this show :),1369008000,"05 20, 2013",5,1
"I discovered the first book as a Kindle Daily Deal and quickly became enthralled. I knew there was supposed to be a series coming, checked and found it here. I watched all 4 of the first ones over the weekend and found them enjoyable. (I appreciated the opportunity to sign up for all as they become available, paying along the way. This way I don't have to keep checking to see if there are new ones to watch.) I'll continue to work my way through the books, though, and treasure every minute reading his exceptional writing. If you have to choose, pick the books. They last longer and are exceptional compared to enjoyable.",love the purchasing option,1341187200,"07 2, 2012",5,1
